o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority
3009952,120011,O,310381.74,1997-02-26,3-MEDIUM,Clerk#000000590,0
3009953,122290,F,70121.89,1993-04-06,3-MEDIUM,Clerk#000000038,0
3009954,6862,O,20038.75,1997-12-01,5-LOW,Clerk#000000691,0
3009955,124480,O,165037.24,1998-06-23,1-URGENT,Clerk#000000858,0
3009956,60001,F,344860.13,1992-11-06,3-MEDIUM,Clerk#000000551,0
3009957,106715,O,46297.57,1996-04-01,5-LOW,Clerk#000000481,0
3009958,1975,F,197618.35,1992-10-27,1-URGENT,Clerk#000000450,0
3009959,24854,O,88105.33,1995-07-10,5-LOW,Clerk#000000629,0
3009984,112229,F,97236.96,1993-03-23,4-NOT SPECIFIED,Clerk#000000180,0
3009985,116960,F,62916.30,1992-08-13,5-LOW,Clerk#000000343,0
3009986,132403,O,183165.41,1997-12-30,2-HIGH,Clerk#000000178,0
3009987,30824,F,231031.10,1992-10-30,3-MEDIUM,Clerk#000000531,0
3009988,93566,O,177001.53,1998-06-05,4-NOT SPECIFIED,Clerk#000000549,0
3009989,110767,O,193425.38,1995-07-14,3-MEDIUM,Clerk#000000282,0
3009990,130117,O,142716.99,1998-07-14,3-MEDIUM,Clerk#000000603,0
3009991,147554,O,65197.99,1995-07-02,5-LOW,Clerk#000000502,0
3010016,130321,F,17722.97,1992-11-16,5-LOW,Clerk#000000018,0
3010017,139706,O,181116.87,1996-10-04,5-LOW,Clerk#000000105,0
3010018,83152,O,280439.17,1996-10-19,2-HIGH,Clerk#000000826,0
3010019,117806,F,280152.13,1992-02-23,2-HIGH,Clerk#000000901,0
3010020,103328,F,6358.52,1994-05-24,5-LOW,Clerk#000000083,0
3010021,80498,F,114040.78,1992-06-16,1-URGENT,Clerk#000000764,0
3010022,72175,O,104561.90,1997-09-25,5-LOW,Clerk#000000633,0
3010023,144265,F,161753.91,1993-03-22,4-NOT SPECIFIED,Clerk#000000939,0
3010048,53965,F,243401.74,1993-03-17,2-HIGH,Clerk#000000816,0
3010049,89209,O,106760.38,1995-09-24,5-LOW,Clerk#000000294,0
3010050,79586,F,113167.28,1992-06-29,5-LOW,Clerk#000000491,0
3010051,40370,O,58850.06,1995-12-17,1-URGENT,Clerk#000000416,0
3010052,35443,O,122489.18,1996-07-11,5-LOW,Clerk#000000256,0
3010053,14782,O,115603.19,1995-08-09,4-NOT SPECIFIED,Clerk#000000666,0
3010054,7862,O,129245.42,1997-12-02,2-HIGH,Clerk#000000809,0
3010055,127759,O,210916.05,1997-11-29,3-MEDIUM,Clerk#000000952,0
3010080,139484,F,207866.55,1994-03-29,4-NOT SPECIFIED,Clerk#000000950,0
3010081,92773,O,307673.30,1996-06-16,2-HIGH,Clerk#000000421,0
3010082,114943,F,117380.90,1994-06-04,3-MEDIUM,Clerk#000000005,0
3010083,132184,F,210576.41,1993-09-18,5-LOW,Clerk#000000835,0
3010084,113584,F,292993.44,1992-12-18,4-NOT SPECIFIED,Clerk#000000942,0
3010085,100795,F,22893.64,1995-01-18,1-URGENT,Clerk#000000768,0
3010086,98039,O,258272.66,1997-07-10,2-HIGH,Clerk#000000121,0
3010087,136280,F,127277.04,1993-11-25,4-NOT SPECIFIED,Clerk#000000643,0
3010112,95837,F,167841.50,1994-04-27,5-LOW,Clerk#000000133,0
3010113,23380,F,15190.00,1993-04-08,2-HIGH,Clerk#000000779,0
3010114,68072,F,54478.08,1993-09-05,2-HIGH,Clerk#000000570,0
3010115,34219,F,228312.24,1994-03-26,1-URGENT,Clerk#000000246,0
3010116,140300,O,338527.11,1997-06-20,2-HIGH,Clerk#000000103,0
3010117,16552,O,201837.71,1995-07-12,2-HIGH,Clerk#000000499,0
3010118,71239,O,198367.39,1996-03-19,2-HIGH,Clerk#000000951,0
3010119,149518,F,271817.93,1994-04-22,5-LOW,Clerk#000000706,0
3010144,123403,F,292834.65,1992-01-15,3-MEDIUM,Clerk#000000177,0
3010145,134189,F,98696.46,1994-09-17,1-URGENT,Clerk#000000611,0
3010146,64261,O,302632.95,1996-01-29,5-LOW,Clerk#000000844,0
3010147,17434,F,124308.98,1992-02-08,5-LOW,Clerk#000000172,0
3010148,51956,F,99203.52,1994-01-17,4-NOT SPECIFIED,Clerk#000000301,0
3010149,59378,O,243392.85,1996-03-17,1-URGENT,Clerk#000000845,0
3010150,2911,O,23298.19,1997-05-29,1-URGENT,Clerk#000000441,0
3010151,19786,F,121286.12,1995-01-09,2-HIGH,Clerk#000000343,0
3010176,120775,F,135346.40,1993-04-15,1-URGENT,Clerk#000000874,0
3010177,53144,O,270834.71,1997-11-02,4-NOT SPECIFIED,Clerk#000000452,0
3010178,80141,O,43198.01,1998-01-25,3-MEDIUM,Clerk#000000093,0
3010179,70513,F,6736.78,1993-10-05,2-HIGH,Clerk#000000036,0
3010180,100699,F,148876.13,1993-12-01,2-HIGH,Clerk#000000426,0
3010181,117013,O,53266.56,1996-07-27,4-NOT SPECIFIED,Clerk#000000409,0
3010182,120502,O,205513.29,1996-02-04,2-HIGH,Clerk#000000691,0
3010183,101065,F,47560.98,1993-03-25,1-URGENT,Clerk#000000894,0
3010208,120844,O,134638.24,1997-07-11,4-NOT SPECIFIED,Clerk#000000191,0
3010209,3283,F,211555.53,1994-02-09,3-MEDIUM,Clerk#000000541,0
3010210,122296,O,161933.32,1996-07-30,5-LOW,Clerk#000000295,0
3010211,124066,F,115407.31,1994-06-25,1-URGENT,Clerk#000000573,0
3010212,25202,O,63902.12,1997-08-28,3-MEDIUM,Clerk#000000667,0
3010213,115283,F,158218.90,1992-01-04,2-HIGH,Clerk#000000997,0
3010214,144698,O,199257.40,1995-07-08,3-MEDIUM,Clerk#000000480,0
3010215,134377,O,98732.27,1995-10-21,4-NOT SPECIFIED,Clerk#000000286,0
3010240,59098,O,212148.45,1997-04-14,1-URGENT,Clerk#000000858,0
3010241,81232,O,81249.01,1995-09-16,2-HIGH,Clerk#000000121,0
3010242,89470,O,209227.48,1996-08-06,2-HIGH,Clerk#000000733,0
3010243,119693,F,63227.46,1994-05-19,4-NOT SPECIFIED,Clerk#000000790,0
3010244,21022,O,226121.55,1997-11-13,2-HIGH,Clerk#000000574,0
3010245,48103,O,219212.58,1997-10-04,5-LOW,Clerk#000000926,0
3010246,106616,O,38314.12,1998-04-07,5-LOW,Clerk#000000061,0
3010247,143206,F,151983.89,1993-12-26,1-URGENT,Clerk#000000418,0
3010272,83924,F,116612.20,1994-08-02,2-HIGH,Clerk#000000217,0
3010273,47710,F,157755.83,1992-01-16,3-MEDIUM,Clerk#000000078,0
3010274,91436,F,115818.37,1994-05-15,1-URGENT,Clerk#000000804,0
3010275,14311,F,53119.93,1994-08-27,5-LOW,Clerk#000000166,0
3010276,52378,O,208078.86,1996-07-25,4-NOT SPECIFIED,Clerk#000000638,0
3010277,113578,F,82914.93,1993-03-07,4-NOT SPECIFIED,Clerk#000000923,0
3010278,129769,F,148713.30,1992-07-03,5-LOW,Clerk#000000738,0
3010279,4261,F,267690.61,1993-07-26,5-LOW,Clerk#000000399,0
3010304,43358,P,86525.80,1995-05-11,4-NOT SPECIFIED,Clerk#000000456,0
3010305,3130,O,97466.94,1997-04-17,4-NOT SPECIFIED,Clerk#000000939,0
3010306,87458,F,79805.40,1992-05-07,4-NOT SPECIFIED,Clerk#000000629,0
3010307,44164,F,52422.51,1992-01-08,5-LOW,Clerk#000000519,0
3010308,38626,O,87840.56,1997-09-06,2-HIGH,Clerk#000000483,0
3010309,110263,F,132941.87,1994-10-02,5-LOW,Clerk#000000781,0
3010310,60896,O,238872.01,1998-07-17,4-NOT SPECIFIED,Clerk#000000387,0
3010311,27031,O,83540.67,1995-12-31,1-URGENT,Clerk#000000613,0
3010336,92566,O,119452.41,1998-03-19,2-HIGH,Clerk#000000475,0
3010337,94597,O,251870.40,1996-05-16,4-NOT SPECIFIED,Clerk#000000667,0
3010338,27625,O,9476.49,1997-06-29,4-NOT SPECIFIED,Clerk#000000506,0
3010339,42872,F,192408.50,1993-03-21,5-LOW,Clerk#000000776,0
3010340,89383,F,99516.92,1993-01-16,5-LOW,Clerk#000000517,0
3010341,144652,O,66957.42,1998-02-05,1-URGENT,Clerk#000000172,0
3010342,88861,F,101688.67,1992-06-07,2-HIGH,Clerk#000000806,0
3010343,58546,O,16456.98,1995-05-14,2-HIGH,Clerk#000000877,0
3010368,99334,F,3984.02,1994-04-28,2-HIGH,Clerk#000000341,0
3010369,125756,F,73520.30,1995-01-01,5-LOW,Clerk#000000191,0
3010370,70909,F,232755.13,1992-08-10,2-HIGH,Clerk#000000433,0
3010371,11257,O,195524.98,1997-12-25,5-LOW,Clerk#000000412,0
3010372,15157,O,128109.21,1996-05-07,4-NOT SPECIFIED,Clerk#000000104,0
3010373,27265,O,120878.65,1995-06-02,4-NOT SPECIFIED,Clerk#000000350,0
3010374,134527,F,62018.84,1993-09-15,3-MEDIUM,Clerk#000000623,0
3010375,20231,F,197861.68,1993-03-13,2-HIGH,Clerk#000000641,0
3010400,110591,F,33205.77,1994-01-23,1-URGENT,Clerk#000000722,0
3010401,50707,O,249893.91,1996-04-25,3-MEDIUM,Clerk#000000936,0
3010402,60029,O,77461.00,1997-01-10,1-URGENT,Clerk#000000071,0
3010403,146003,F,27249.72,1995-03-18,3-MEDIUM,Clerk#000000284,0
3010404,18260,O,34626.15,1995-07-30,4-NOT SPECIFIED,Clerk#000000513,0
3010405,132826,F,45331.44,1994-12-15,3-MEDIUM,Clerk#000000696,0
3010406,105311,F,53583.66,1995-05-04,5-LOW,Clerk#000000402,0
3010407,105832,F,272940.72,1994-01-24,1-URGENT,Clerk#000000615,0
3010432,917,F,122838.69,1992-09-01,3-MEDIUM,Clerk#000000197,0
3010433,111436,O,66678.51,1995-06-01,4-NOT SPECIFIED,Clerk#000000140,0
3010434,140050,F,186736.13,1993-12-28,5-LOW,Clerk#000000654,0
3010435,145537,F,58745.19,1994-12-09,3-MEDIUM,Clerk#000000733,0
3010436,117115,F,329593.69,1992-08-10,2-HIGH,Clerk#000000126,0
3010437,42085,O,293605.92,1996-04-27,5-LOW,Clerk#000000710,0
3010438,51128,O,203021.31,1996-03-07,3-MEDIUM,Clerk#000000492,0
3010439,98119,F,265874.58,1993-06-05,1-URGENT,Clerk#000000035,0
3010464,108901,F,129559.00,1993-05-27,4-NOT SPECIFIED,Clerk#000000717,0
3010465,126959,F,278490.29,1993-12-17,1-URGENT,Clerk#000000718,0
3010466,47045,F,128716.05,1994-10-14,2-HIGH,Clerk#000000861,0
3010467,30577,O,187760.89,1996-10-04,1-URGENT,Clerk#000000987,0
3010468,146611,O,432782.47,1998-07-21,5-LOW,Clerk#000000199,0
3010469,35578,F,179471.84,1994-11-25,5-LOW,Clerk#000000904,0
3010470,40286,F,14100.09,1993-04-05,1-URGENT,Clerk#000000856,0
3010471,135613,O,113559.37,1995-08-26,1-URGENT,Clerk#000000098,0
3010496,117340,F,213229.74,1994-04-15,4-NOT SPECIFIED,Clerk#000000274,0
3010497,73231,F,183738.83,1994-05-28,1-URGENT,Clerk#000000470,0
3010498,21176,O,144884.53,1995-05-12,1-URGENT,Clerk#000000061,0
3010499,91825,F,54660.71,1995-02-23,5-LOW,Clerk#000000483,0
3010500,88486,O,97545.88,1996-09-16,2-HIGH,Clerk#000000845,0
3010501,79603,F,347214.23,1992-06-10,4-NOT SPECIFIED,Clerk#000000222,0
3010502,29777,P,52121.34,1995-03-30,2-HIGH,Clerk#000000918,0
3010503,48964,F,188703.78,1994-06-21,3-MEDIUM,Clerk#000000324,0
3010528,28408,F,88505.88,1992-09-20,2-HIGH,Clerk#000000992,0
3010529,128833,F,51156.52,1992-05-13,3-MEDIUM,Clerk#000000020,0
3010530,34409,F,92654.32,1994-01-27,2-HIGH,Clerk#000000238,0
3010531,60808,F,168592.30,1993-03-25,1-URGENT,Clerk#000000330,0
3010532,29761,O,208363.38,1997-06-09,4-NOT SPECIFIED,Clerk#000000977,0
3010533,79933,F,84918.20,1993-10-27,5-LOW,Clerk#000000164,0
3010534,10363,F,121155.01,1993-10-13,1-URGENT,Clerk#000000668,0
3010535,8102,F,15758.27,1993-12-21,3-MEDIUM,Clerk#000000230,0
3010560,113192,O,28206.97,1996-12-07,3-MEDIUM,Clerk#000000533,0
3010561,110383,P,156287.30,1995-04-23,1-URGENT,Clerk#000000308,0
3010562,146783,O,182300.00,1996-06-30,3-MEDIUM,Clerk#000000932,0
3010563,68897,F,62686.09,1992-05-24,2-HIGH,Clerk#000000779,0
3010564,101777,F,149797.35,1993-07-22,1-URGENT,Clerk#000000857,0
3010565,110188,F,247324.81,1993-12-06,2-HIGH,Clerk#000000217,0
3010566,148159,O,60480.86,1997-08-23,5-LOW,Clerk#000000599,0
3010567,107294,O,99228.97,1996-04-24,5-LOW,Clerk#000000319,0
3010592,133022,O,76716.20,1996-08-18,2-HIGH,Clerk#000000335,0
3010593,93577,F,43064.20,1995-02-17,3-MEDIUM,Clerk#000000611,0
3010594,133750,F,43204.65,1994-06-17,4-NOT SPECIFIED,Clerk#000000792,0
3010595,13810,F,178570.12,1993-01-30,2-HIGH,Clerk#000000626,0
3010596,27529,O,195378.09,1995-11-02,4-NOT SPECIFIED,Clerk#000000957,0
3010597,63659,O,325238.53,1996-09-03,4-NOT SPECIFIED,Clerk#000000157,0
3010598,107486,O,40713.54,1996-12-11,5-LOW,Clerk#000000927,0
3010599,61411,O,93243.04,1997-01-31,1-URGENT,Clerk#000000545,0
3010624,128492,O,47683.36,1997-01-17,3-MEDIUM,Clerk#000000577,0
3010625,12563,F,304872.13,1994-08-04,3-MEDIUM,Clerk#000000334,0
3010626,81203,O,29992.24,1995-08-09,3-MEDIUM,Clerk#000000208,0
3010627,62113,O,67463.11,1997-11-19,3-MEDIUM,Clerk#000000269,0
3010628,56458,O,231918.14,1997-07-29,4-NOT SPECIFIED,Clerk#000000658,0
3010629,132242,O,252339.09,1995-11-22,3-MEDIUM,Clerk#000000330,0
3010630,25417,O,12252.87,1997-05-28,5-LOW,Clerk#000000538,0
3010631,114845,O,89737.63,1995-10-31,1-URGENT,Clerk#000000913,0
3010656,134179,F,117380.42,1994-05-06,1-URGENT,Clerk#000000472,0
3010657,13420,O,240276.83,1996-12-02,1-URGENT,Clerk#000000361,0
3010658,94714,F,148905.36,1993-08-05,1-URGENT,Clerk#000000410,0
3010659,58177,F,40295.39,1993-09-15,5-LOW,Clerk#000000597,0
3010660,79693,F,217287.70,1992-01-26,4-NOT SPECIFIED,Clerk#000000722,0
3010661,30065,O,309591.47,1997-04-02,3-MEDIUM,Clerk#000000852,0
3010662,89146,O,144246.42,1996-05-01,3-MEDIUM,Clerk#000000520,0
3010663,61834,O,193854.19,1995-09-01,2-HIGH,Clerk#000000976,0
3010688,26780,O,120489.17,1998-03-31,4-NOT SPECIFIED,Clerk#000000143,0
3010689,75775,F,183651.95,1994-07-02,3-MEDIUM,Clerk#000000258,0
3010690,31417,O,31824.68,1996-02-16,4-NOT SPECIFIED,Clerk#000000263,0
3010691,20386,F,137908.43,1992-05-26,3-MEDIUM,Clerk#000000375,0
3010692,4072,O,133256.23,1995-10-17,3-MEDIUM,Clerk#000000447,0
3010693,37789,F,233547.93,1993-09-05,4-NOT SPECIFIED,Clerk#000000018,0
3010694,11563,P,204944.42,1995-03-14,3-MEDIUM,Clerk#000000502,0
3010695,88366,F,80831.68,1992-12-18,1-URGENT,Clerk#000000691,0
3010720,136922,O,100851.78,1996-09-26,3-MEDIUM,Clerk#000000102,0
3010721,86803,O,171878.89,1996-04-29,4-NOT SPECIFIED,Clerk#000000469,0
3010722,123212,F,215885.27,1993-11-06,5-LOW,Clerk#000000073,0
3010723,62773,F,294909.97,1994-04-23,1-URGENT,Clerk#000000218,0
3010724,59783,O,95249.35,1997-08-21,2-HIGH,Clerk#000000151,0
3010725,69622,F,18324.79,1994-01-21,4-NOT SPECIFIED,Clerk#000000379,0
3010726,123032,F,294894.60,1992-09-30,5-LOW,Clerk#000000107,0
3010727,40489,O,194965.98,1997-05-09,4-NOT SPECIFIED,Clerk#000000529,0
3010752,69904,O,345136.18,1998-05-28,1-URGENT,Clerk#000000044,0
3010753,54727,O,81427.85,1997-09-07,2-HIGH,Clerk#000000500,0
3010754,123403,F,43758.73,1995-01-23,2-HIGH,Clerk#000000562,0
3010755,117995,O,96024.38,1996-05-27,2-HIGH,Clerk#000000044,0
3010756,129692,F,244789.67,1994-08-13,4-NOT SPECIFIED,Clerk#000000031,0
3010757,81121,O,25083.91,1996-02-01,1-URGENT,Clerk#000000664,0
3010758,40171,O,317423.68,1997-03-19,5-LOW,Clerk#000000377,0
3010759,130772,O,237409.08,1996-12-27,4-NOT SPECIFIED,Clerk#000000360,0
3010784,71615,F,91858.72,1994-02-13,1-URGENT,Clerk#000000986,0
3010785,22714,F,224040.50,1993-03-02,5-LOW,Clerk#000000195,0
3010786,129959,O,50355.37,1996-04-30,2-HIGH,Clerk#000000431,0
3010787,69056,O,86381.63,1995-08-04,5-LOW,Clerk#000000315,0
3010788,66866,F,28015.69,1994-10-14,5-LOW,Clerk#000000815,0
3010789,8839,O,100373.72,1996-12-03,3-MEDIUM,Clerk#000000214,0
3010790,48370,O,90640.98,1997-10-12,5-LOW,Clerk#000000698,0
3010791,91970,F,102599.69,1994-09-15,5-LOW,Clerk#000000255,0
3010816,132161,F,254686.76,1993-06-21,5-LOW,Clerk#000000874,0
3010817,25576,F,132231.22,1992-07-12,3-MEDIUM,Clerk#000000485,0
3010818,88718,F,61753.03,1993-12-15,5-LOW,Clerk#000000734,0
3010819,77420,F,344451.01,1992-05-24,5-LOW,Clerk#000000092,0
3010820,92824,F,326212.51,1993-10-13,3-MEDIUM,Clerk#000000313,0
3010821,91231,F,219172.79,1992-11-29,2-HIGH,Clerk#000000071,0
3010822,11902,F,181518.12,1993-07-09,5-LOW,Clerk#000000611,0
3010823,82430,F,29059.48,1995-04-30,3-MEDIUM,Clerk#000000692,0
3010848,140263,F,259125.85,1992-12-26,2-HIGH,Clerk#000000329,0
3010849,144458,F,311958.81,1994-05-23,5-LOW,Clerk#000000513,0
3010850,3380,F,106005.14,1992-04-07,5-LOW,Clerk#000000935,0
3010851,100393,F,18479.46,1994-09-30,5-LOW,Clerk#000000306,0
3010852,92098,O,84307.66,1996-10-26,5-LOW,Clerk#000000629,0
3010853,21343,O,254135.25,1997-05-16,5-LOW,Clerk#000000107,0
3010854,49210,P,52856.38,1995-02-18,5-LOW,Clerk#000000308,0
3010855,91435,O,235253.08,1995-09-29,3-MEDIUM,Clerk#000000338,0
3010880,117979,F,57279.94,1993-04-18,4-NOT SPECIFIED,Clerk#000000495,0
3010881,11827,F,110030.97,1993-10-08,3-MEDIUM,Clerk#000000492,0
3010882,5630,F,243098.07,1994-08-30,2-HIGH,Clerk#000000427,0
3010883,116852,O,173031.02,1997-09-15,4-NOT SPECIFIED,Clerk#000000157,0
3010884,125491,F,214126.01,1993-05-09,4-NOT SPECIFIED,Clerk#000000453,0
3010885,126871,F,200351.72,1994-09-11,4-NOT SPECIFIED,Clerk#000000989,0
3010886,53707,F,256382.97,1993-02-02,5-LOW,Clerk#000000785,0
3010887,76220,F,117857.24,1993-06-12,4-NOT SPECIFIED,Clerk#000000802,0
3010912,27370,F,183146.43,1994-06-14,4-NOT SPECIFIED,Clerk#000000781,0
3010913,100150,O,268890.81,1996-11-14,1-URGENT,Clerk#000000749,0
3010914,66313,O,4979.26,1996-01-23,2-HIGH,Clerk#000000670,0
3010915,17915,O,204545.15,1996-05-22,5-LOW,Clerk#000000741,0
3010916,45278,F,31050.30,1993-06-17,4-NOT SPECIFIED,Clerk#000000831,0
3010917,29129,O,175014.85,1995-12-03,4-NOT SPECIFIED,Clerk#000000672,0
3010918,107063,O,63240.07,1996-05-06,3-MEDIUM,Clerk#000000694,0
3010919,5452,F,74696.80,1993-06-19,4-NOT SPECIFIED,Clerk#000000531,0
3010944,105634,F,167820.01,1994-11-08,5-LOW,Clerk#000000511,0
3010945,116890,O,162176.44,1996-09-04,5-LOW,Clerk#000000577,0
3010946,12340,O,348633.11,1996-05-21,2-HIGH,Clerk#000000210,0
3010947,89498,F,65218.94,1994-08-12,3-MEDIUM,Clerk#000000659,0
3010948,133324,O,361455.37,1995-07-03,1-URGENT,Clerk#000000493,0
3010949,73553,O,190619.24,1997-01-18,3-MEDIUM,Clerk#000000597,0
3010950,42928,F,14655.26,1992-08-12,5-LOW,Clerk#000000862,0
3010951,129904,F,55609.56,1992-07-10,5-LOW,Clerk#000000549,0
3010976,37882,O,128138.58,1997-12-06,4-NOT SPECIFIED,Clerk#000000068,0
3010977,49486,O,210250.16,1995-09-28,4-NOT SPECIFIED,Clerk#000000841,0
3010978,104308,O,59463.14,1997-12-24,3-MEDIUM,Clerk#000000397,0
3010979,49661,F,93706.39,1993-11-12,2-HIGH,Clerk#000000915,0
3010980,45638,F,315037.34,1992-08-23,4-NOT SPECIFIED,Clerk#000000019,0
3010981,82391,O,162593.98,1996-04-26,1-URGENT,Clerk#000000171,0
3010982,92422,O,86544.00,1997-01-04,2-HIGH,Clerk#000000503,0
3010983,73855,F,154390.10,1994-01-03,4-NOT SPECIFIED,Clerk#000000430,0
3011008,526,F,176024.94,1992-08-12,5-LOW,Clerk#000000693,0
3011009,133085,F,352412.32,1993-02-18,4-NOT SPECIFIED,Clerk#000000390,0
3011010,101678,F,268682.47,1993-07-22,4-NOT SPECIFIED,Clerk#000000872,0
3011011,91516,F,107845.01,1993-03-25,1-URGENT,Clerk#000000716,0
3011012,148774,F,154213.25,1994-09-18,3-MEDIUM,Clerk#000000031,0
3011013,76483,O,305713.66,1997-02-08,4-NOT SPECIFIED,Clerk#000000178,0
3011014,69217,F,80328.46,1992-01-08,2-HIGH,Clerk#000000153,0
3011015,71653,F,334406.25,1994-11-08,5-LOW,Clerk#000000439,0
3011040,50038,O,208231.34,1997-09-12,2-HIGH,Clerk#000000878,0
3011041,67676,O,161453.87,1997-07-21,3-MEDIUM,Clerk#000000175,0
3011042,114778,O,238757.42,1997-12-25,4-NOT SPECIFIED,Clerk#000000417,0
3011043,59920,F,109904.02,1992-01-28,2-HIGH,Clerk#000000691,0
3011044,123307,O,127285.97,1996-07-27,3-MEDIUM,Clerk#000000729,0
3011045,15742,F,176615.18,1992-12-30,2-HIGH,Clerk#000000758,0
3011046,112592,F,106830.91,1992-03-10,1-URGENT,Clerk#000000111,0
3011047,69316,F,208959.15,1995-02-05,4-NOT SPECIFIED,Clerk#000000307,0
3011072,64846,F,246236.23,1994-05-27,3-MEDIUM,Clerk#000000130,0
3011073,84731,F,373668.83,1994-12-17,1-URGENT,Clerk#000000409,0
3011074,113143,F,135190.87,1994-06-03,1-URGENT,Clerk#000000573,0
3011075,16012,O,14646.13,1995-10-07,2-HIGH,Clerk#000000049,0
3011076,134743,O,177859.29,1995-11-19,2-HIGH,Clerk#000000469,0
3011077,46336,F,92869.65,1993-03-04,3-MEDIUM,Clerk#000000865,0
3011078,110479,F,116071.82,1994-08-29,2-HIGH,Clerk#000000704,0
3011079,115201,F,165871.02,1992-08-15,5-LOW,Clerk#000000538,0
3011104,107569,O,44450.31,1996-06-19,1-URGENT,Clerk#000000169,0
3011105,103036,F,212612.79,1994-04-04,3-MEDIUM,Clerk#000000484,0
3011106,108562,O,129675.07,1996-04-04,1-URGENT,Clerk#000000844,0
3011107,145015,O,189677.98,1998-04-12,3-MEDIUM,Clerk#000000824,0
3011108,43123,O,204402.59,1998-04-09,1-URGENT,Clerk#000000700,0
3011109,103322,F,137759.67,1993-06-02,5-LOW,Clerk#000000246,0
3011110,132037,O,311743.76,1996-04-26,5-LOW,Clerk#000000563,0
3011111,41302,O,337750.95,1997-10-15,3-MEDIUM,Clerk#000000249,0
3011136,88168,O,118212.83,1998-01-26,4-NOT SPECIFIED,Clerk#000000332,0
3011137,137183,F,235689.40,1993-11-22,4-NOT SPECIFIED,Clerk#000000210,0
3011138,131065,O,124480.00,1996-11-06,2-HIGH,Clerk#000000488,0
3011139,30698,F,64101.18,1994-06-20,2-HIGH,Clerk#000000873,0
3011140,88519,O,218170.90,1997-04-25,2-HIGH,Clerk#000000715,0
3011141,26042,F,50535.09,1992-11-30,2-HIGH,Clerk#000000668,0
3011142,124453,O,79146.08,1997-09-30,5-LOW,Clerk#000000589,0
3011143,63682,O,140568.81,1995-12-23,5-LOW,Clerk#000000070,0
3011168,22348,O,99857.93,1995-10-31,3-MEDIUM,Clerk#000000817,0
3011169,143902,F,45311.95,1994-02-17,2-HIGH,Clerk#000000718,0
3011170,108592,O,10327.85,1997-08-09,3-MEDIUM,Clerk#000000004,0
3011171,25321,F,197544.78,1994-08-23,3-MEDIUM,Clerk#000000708,0
3011172,65,O,67802.72,1997-07-14,5-LOW,Clerk#000000926,0
3011173,40847,F,196103.33,1992-08-12,4-NOT SPECIFIED,Clerk#000000926,0
3011174,105296,F,279394.69,1992-07-22,5-LOW,Clerk#000000542,0
3011175,149854,O,21144.05,1997-11-21,4-NOT SPECIFIED,Clerk#000000689,0
3011200,68173,F,49860.15,1994-12-02,4-NOT SPECIFIED,Clerk#000000417,0
3011201,77042,O,64304.12,1995-06-08,5-LOW,Clerk#000000415,0
3011202,28454,F,33669.54,1994-10-26,5-LOW,Clerk#000000827,0
3011203,20950,O,233304.07,1997-03-24,2-HIGH,Clerk#000000570,0
3011204,25216,O,36949.90,1997-04-14,4-NOT SPECIFIED,Clerk#000000038,0
3011205,44413,P,218617.17,1995-06-11,4-NOT SPECIFIED,Clerk#000000147,0
3011206,37060,F,55280.10,1993-05-06,2-HIGH,Clerk#000000844,0
3011207,64714,O,157868.77,1997-12-24,4-NOT SPECIFIED,Clerk#000000110,0
3011232,121414,F,50123.70,1993-10-27,3-MEDIUM,Clerk#000000693,0
3011233,147811,F,311143.07,1992-11-06,5-LOW,Clerk#000000460,0
3011234,91882,O,195100.67,1996-02-29,2-HIGH,Clerk#000000610,0
3011235,130808,O,155736.71,1996-06-16,1-URGENT,Clerk#000000443,0
3011236,89678,F,136054.45,1994-07-26,4-NOT SPECIFIED,Clerk#000000336,0
3011237,5188,O,168766.67,1998-02-28,2-HIGH,Clerk#000000965,0
3011238,30124,O,7658.08,1996-10-20,2-HIGH,Clerk#000000972,0
3011239,18478,P,152028.04,1995-05-12,3-MEDIUM,Clerk#000000962,0
3011264,31225,O,49094.74,1998-02-19,3-MEDIUM,Clerk#000000576,0
3011265,70858,O,178665.60,1998-07-22,3-MEDIUM,Clerk#000000651,0
3011266,48745,F,21418.14,1992-11-23,5-LOW,Clerk#000000170,0
3011267,94561,F,263643.91,1994-11-16,1-URGENT,Clerk#000000003,0
3011268,26029,O,147079.74,1996-08-08,5-LOW,Clerk#000000801,0
3011269,52750,O,26479.39,1997-03-04,5-LOW,Clerk#000000863,0
3011270,57256,O,182556.30,1998-05-13,1-URGENT,Clerk#000000094,0
3011271,49243,O,86971.14,1995-05-19,2-HIGH,Clerk#000000287,0
3011296,63493,O,153543.29,1996-10-07,3-MEDIUM,Clerk#000000397,0
3011297,14758,F,108973.78,1995-01-13,2-HIGH,Clerk#000000797,0
3011298,76126,O,75384.94,1996-02-23,4-NOT SPECIFIED,Clerk#000000586,0
3011299,86644,O,255571.84,1998-06-11,2-HIGH,Clerk#000000337,0
3011300,148750,F,163501.59,1994-09-23,1-URGENT,Clerk#000000226,0
3011301,134465,F,187806.37,1994-09-30,4-NOT SPECIFIED,Clerk#000000995,0
3011302,46639,F,18062.29,1993-05-10,3-MEDIUM,Clerk#000000123,0
3011303,105548,F,378123.93,1995-01-12,3-MEDIUM,Clerk#000000225,0
3011328,31849,F,63053.77,1994-11-05,2-HIGH,Clerk#000000045,0
